Job_ID,Job_Title,Company,Location,Industry,Salary_LPA,Experience_Years,Education,Employment_Type,Work_Mode,Skills_Required,Date_Posted
JOB10388,BI Analyst,TechNova Solutions,Chennai,FinTech,7.2,2-3,B.Com/MBA,Contract,Hybrid,"Business Analysis, Communication, Data Cleaning, Excel, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-04-04
JOB10389,Data Analyst,Quantify Labs,Delhi NCR,Healthcare,6.3,2-3,BCA/MCA,Contract,Hybrid,"Communication, ETL, Excel, Power BI, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-16
JOB10390,BI Analyst,BrightOps,Chennai,Consulting,5.4,2-3,B.Com/MBA,Internship,Hybrid,"DAX, ETL, Excel, Google Sheets, SQL, Statistics, VLOOKUP/XLOOKUP",2026-06-23
JOB10391,Business Analyst,Quantify Labs,Pune,E-commerce,7.2,3-5,BCA/MCA,Internship,Remote,"Business Analysis, Communication, ETL, Excel, Google Sheets, Power BI, Statistics, Tableau",2026-02-07
JOB10392,Data Analyst,CloudMatrix,Mumbai,BPO,10.1,3-5,B.Com/MBA,Internship,Hybrid,"DAX, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-06
JOB10393,Junior Data Analyst,FinEdge Analytics,Remote,SaaS,8.1,3-5,BCA/MCA,Internship,Remote,"Business Analysis, Communication, DAX, ETL, Excel, Google Sheets, Power Query, Python, SQL",2026-04-01
JOB10394,BI Analyst,FinEdge Analytics,Hyderabad,BPO,6.6,1-2,BCA/MCA,Full-time,Remote,"Business Analysis, Excel, Power BI, Python, SQL, Statistics",2026-04-23
JOB10395,Data Analyst,DataBridge India,Delhi NCR,SaaS,6.2,2-3,B.Tech/M.Tech,Full-time,On-site,"Business Analysis, Excel, Power BI, Power Query, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-16
JOB10396,Junior Data Analyst,BrightOps,Mumbai,FinTech,9.9,3-5,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-06-23
JOB10397,Reporting Analyst,FinEdge Analytics,Remote,Healthcare,5.6,2-3,Any Graduate,Full-time,Remote,"Business Analysis, Communication, Data Cleaning, Python, VLOOKUP/XLOOKUP",2026-02-26
JOB10398,Business Analyst,RetailPulse,Chennai,BPO,5.3,1-2,Any Graduate,Contract,Hybrid,"Business Analysis, Communication, Data Cleaning, Power BI, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-04-05
JOB10399,Junior Data Analyst,RetailPulse,Mumbai,Retail,9.9,3-5,BCA/MCA,Internship,Remote,"Excel, Google Sheets, Power Query, Python, SQL",2026-07-26
JOB10400,Business Analyst,DataBridge India,Hyderabad,SaaS,5.1,1-2,Statistics/Mathematics,Full-time,On-site,"Business Analysis, Communication, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics",2026-04-17
JOB10401,MIS Executive,Quantify Labs,Chennai,Healthcare,6.8,2-3,Any Graduate,Full-time,On-site,"Business Analysis, DAX, Data Cleaning, Google Sheets, Tableau",2026-05-24
JOB10402,BI Analyst,FinEdge Analytics,Mumbai,SaaS,7.8,3-5,Any Graduate,Internship,Remote,"Communication, DAX, Excel, Power BI, Power Query, Python, SQL",2026-07-15
JOB10403,Junior Data Analyst,TechNova Solutions,Remote,E-commerce,9.2,3-5,B.Tech/M.Tech,Contract,Remote,"Data Cleaning, ETL, Excel, Google Sheets, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-29
JOB10404,Junior Data Analyst,DataBridge India,Hyderabad,FinTech,3.8,0-1,Statistics/Mathematics,Full-time,Remote,"Business Analysis, Communication, Data Cleaning, Excel, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-02-19
JOB10405,Junior Data Analyst,FinEdge Analytics,Delhi NCR,BPO,6.5,2-3,B.Com/MBA,Contract,Hybrid,"Data Cleaning, ETL, Excel, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-05-13
JOB10406,MIS Executive,BrightOps,Bengaluru,FinTech,5.4,1-2,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, Data Cleaning, ETL, Python, VLOOKUP/XLOOKUP",2026-07-02
JOB10407,Business Analyst,FinEdge Analytics,Hyderabad,IT Services,4.4,0-1,Any Graduate,Full-time,On-site,"DAX, Data Cleaning, ETL, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-02-14
JOB10408,MIS Executive,Quantify Labs,Pune,Retail,5.8,2-3,Any Graduate,Full-time,On-site,"Business Analysis, Communication, ETL, Excel, Power Query, SQL",2026-07-18
JOB10409,Data Analyst,CloudMatrix,Kolkata,Healthcare,6.6,3-5,BCA/MCA,Internship,Hybrid,"Business Analysis, Communication, Excel, Google Sheets, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-04
JOB10410,Data Analyst,MarketSphere,Bengaluru,IT Services,7.3,1-2,Statistics/Mathematics,Full-time,Remote,"Excel, Google Sheets, Power BI, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-07-29
JOB10411,Reporting Analyst,Quantify Labs,Mumbai,FinTech,7.1,1-2,BCA/MCA,Contract,Hybrid,"DAX, Data Cleaning, ETL, Excel, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-02-17
JOB10412,Operations Analyst,FinEdge Analytics,Pune,IT Services,5.3,1-2,Any Graduate,Contract,Hybrid,"Business Analysis, DAX, Excel, Google Sheets, Power BI, Statistics, VLOOKUP/XLOOKUP",2026-06-30
JOB10413,Business Analyst,InsightWorks,Chennai,SaaS,6.5,2-3,B.Tech/M.Tech,Full-time,On-site,"Communication, DAX, Data Cleaning, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-02-18
JOB10414,Data Associate,DataBridge India,Bengaluru,FinTech,9.0,3-5,B.Tech/M.Tech,Full-time,Hybrid,"Data Cleaning, ETL, Excel, Power BI, Power Query",2026-01-27
JOB10415,Reporting Analyst,MarketSphere,Chennai,Retail,3.4,0-1,B.Com/MBA,Internship,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Power BI, Power Query, Tableau",2026-05-02
JOB10416,MIS Executive,Quantify Labs,Remote,IT Services,3.2,0-1,BCA/MCA,Contract,Remote,"Communication, DAX, Data Cleaning, Excel, Power BI, Power Query, Python, SQL",2026-01-18
JOB10417,MIS Executive,NextGen Systems,Mumbai,IT Services,5.6,0-1,Any Graduate,Contract,On-site,"Business Analysis, DAX, Data Cleaning, ETL, Google Sheets, Power BI, Python, Tableau, VLOOKUP/XLOOKUP",2026-05-19
JOB10418,Operations Analyst,DataBridge India,Remote,Consulting,7.7,2-3,B.Com/MBA,Contract,Remote,"Communication, DAX, Google Sheets, Power BI, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-04-21
JOB10419,Data Associate,NextGen Systems,Remote,Consulting,8.4,3-5,B.Tech/M.Tech,Full-time,Remote,"DAX, ETL, Power Query, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-07
JOB10420,Data Analyst,NextGen Systems,Hyderabad,IT Services,6.5,2-3,BCA/MCA,Full-time,On-site,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics",2026-04-16
JOB10421,BI Analyst,RetailPulse,Bengaluru,Retail,6.1,0-1,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, Excel, Power BI, SQL, VLOOKUP/XLOOKUP",2026-04-28
JOB10422,Data Associate,NextGen Systems,Kolkata,E-commerce,5.8,2-3,Statistics/Mathematics,Contract,Hybrid,"Business Analysis, DAX, Data Cleaning, ETL, Excel, Python, Statistics, VLOOKUP/XLOOKUP",2026-05-09
JOB10423,Operations Analyst,FinEdge Analytics,Pune,Retail,8.7,3-5,BCA/MCA,Internship,Remote,"Business Analysis, Communication, Python, Tableau, VLOOKUP/XLOOKUP",2026-01-13
JOB10424,Business Analyst,FinEdge Analytics,Bengaluru,Retail,7.0,2-3,Statistics/Mathematics,Contract,On-site,"Business Analysis, DAX, Excel, Google Sheets, Power BI, Power Query, Python, Statistics, VLOOKUP/XLOOKUP",2026-05-10
JOB10425,Operations Analyst,CloudMatrix,Chennai,SaaS,7.0,2-3,B.Tech/M.Tech,Internship,Remote,"Business Analysis, Communication, ETL, Google Sheets, Power BI, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-08
JOB10426,Operations Analyst,NextGen Systems,Kolkata,FinTech,4.5,1-2,BCA/MCA,Contract,Hybrid,"Communication, ETL, Power BI, Power Query, Python, Tableau",2026-04-16
JOB10427,BI Analyst,FinEdge Analytics,Hyderabad,SaaS,7.5,2-3,B.Com/MBA,Internship,Hybrid,"Excel, Google Sheets, Power BI, Power Query, Python, SQL",2026-03-04
JOB10428,Operations Analyst,TechNova Solutions,Kolkata,SaaS,3.9,1-2,Any Graduate,Full-time,On-site,"Communication, Google Sheets, Power BI, SQL, Tableau, VLOOKUP/XLOOKUP",2026-06-14
JOB10429,Junior Data Analyst,BrightOps,Mumbai,FinTech,5.9,0-1,Statistics/Mathematics,Internship,Remote,"Communication, Excel, Google Sheets, Power BI, Power Query, Python, SQL, Statistics",2026-05-27
JOB10430,BI Analyst,CloudMatrix,Remote,E-commerce,3.5,0-1,Any Graduate,Full-time,Remote,"Data Cleaning, Excel, Google Sheets, SQL, Statistics",2026-04-19
JOB10431,BI Analyst,FinEdge Analytics,Remote,E-commerce,7.6,3-5,B.Tech/M.Tech,Contract,Remote,"Communication, DAX, ETL, Excel, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-03-05
JOB10432,BI Analyst,NextGen Systems,Kolkata,FinTech,4.6,0-1,Statistics/Mathematics,Full-time,Hybrid,"Communication, ETL, Excel, Google Sheets, SQL",2026-03-21
JOB10433,Operations Analyst,NextGen Systems,Kolkata,Retail,8.8,3-5,Any Graduate,Contract,On-site,"Business Analysis, DAX, ETL, Excel, Power BI, Python, Tableau",2026-06-11
JOB10434,Data Associate,RetailPulse,Remote,BPO,9.4,3-5,B.Com/MBA,Internship,Remote,"Business Analysis, ETL, Excel, Power BI, Power Query, Tableau, VLOOKUP/XLOOKUP",2026-04-01
JOB10435,Data Analyst,InsightWorks,Hyderabad,E-commerce,9.2,3-5,BCA/MCA,Internship,Remote,"Communication, Excel, Power Query, Python, SQL, Statistics",2026-01-22
JOB10436,MIS Executive,InsightWorks,Chennai,Retail,6.5,2-3,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, Power BI, Statistics, Tableau",2026-02-20
JOB10437,Operations Analyst,DataBridge India,Pune,IT Services,5.6,0-1,B.Com/MBA,Internship,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Excel, Power BI, Python, Statistics",2026-08-07
JOB10438,BI Analyst,Quantify Labs,Hyderabad,FinTech,5.7,0-1,BCA/MCA,Internship,On-site,"DAX, Data Cleaning, Excel, Power Query, SQL, VLOOKUP/XLOOKUP",2026-07-31
JOB10439,Reporting Analyst,RetailPulse,Mumbai,E-commerce,8.0,2-3,Any Graduate,Contract,Hybrid,"Communication, DAX, Data Cleaning, ETL, Power BI, Power Query, Python, Tableau",2026-02-16
JOB10440,Reporting Analyst,RetailPulse,Remote,Consulting,5.1,1-2,Any Graduate,Full-time,Remote,"DAX, Data Cleaning, Excel, Power BI, Power Query, Python, SQL, Statistics",2026-04-09
JOB10441,Data Analyst,NextGen Systems,Delhi NCR,E-commerce,5.8,1-2,Statistics/Mathematics,Full-time,Remote,"Communication, Data Cleaning, Excel, Google Sheets, Power Query, SQL, Tableau",2026-04-12
JOB10442,MIS Executive,InsightWorks,Mumbai,BPO,6.1,1-2,Any Graduate,Full-time,Hybrid,"DAX, Excel, Google Sheets, Power BI, Power Query, Statistics, VLOOKUP/XLOOKUP",2026-03-08
JOB10443,BI Analyst,DataBridge India,Delhi NCR,SaaS,8.1,3-5,Any Graduate,Full-time,On-site,"Data Cleaning, Excel, Google Sheets, Power BI, SQL, Statistics, VLOOKUP/XLOOKUP",2026-05-06
JOB10444,Data Analyst,NextGen Systems,Pune,SaaS,4.3,1-2,B.Com/MBA,Contract,On-site,"DAX, ETL, Excel, Google Sheets, Power BI, Power Query, SQL",2026-04-24
JOB10445,MIS Executive,MarketSphere,Bengaluru,E-commerce,6.6,2-3,B.Com/MBA,Full-time,On-site,"Business Analysis, ETL, Power BI, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-05-15
JOB10446,Data Associate,TechNova Solutions,Bengaluru,FinTech,6.4,2-3,B.Com/MBA,Internship,Remote,"Data Cleaning, Excel, Google Sheets, Power Query, Statistics",2026-02-09
JOB10447,Data Associate,MarketSphere,Remote,E-commerce,7.0,2-3,BCA/MCA,Full-time,Remote,"Communication, DAX, Data Cleaning, SQL, Statistics",2026-03-25
JOB10448,Junior Data Analyst,CloudMatrix,Kolkata,E-commerce,3.8,0-1,B.Com/MBA,Contract,Hybrid,"Business Analysis, DAX, ETL, Excel, Power BI, Power Query, Python, SQL, Tableau",2026-08-07
JOB10449,MIS Executive,NextGen Systems,Bengaluru,Healthcare,7.6,2-3,B.Com/MBA,Contract,Hybrid,"Communication, DAX, Data Cleaning, ETL, Google Sheets, Power BI, Statistics, Tableau",2026-01-25
JOB10450,Data Associate,NextGen Systems,Mumbai,SaaS,7.7,3-5,BCA/MCA,Internship,Remote,"Data Cleaning, ETL, Excel, Google Sheets, Power BI, Power Query, SQL, Statistics",2026-05-12
JOB10451,MIS Executive,BrightOps,Remote,Retail,3.7,0-1,B.Tech/M.Tech,Internship,Remote,"Communication, DAX, Data Cleaning, Excel, Google Sheets, Power BI, Power Query, Tableau",2026-03-05
JOB10452,Business Analyst,BrightOps,Kolkata,IT Services,3.7,0-1,Any Graduate,Internship,Remote,"Communication, DAX, Data Cleaning, ETL, Excel, Google Sheets, Statistics, Tableau",2026-01-21
JOB10453,Data Associate,Quantify Labs,Hyderabad,SaaS,6.6,1-2,Statistics/Mathematics,Contract,Hybrid,"ETL, Excel, Power Query, Statistics, Tableau",2026-05-31
JOB10454,MIS Executive,DataBridge India,Pune,SaaS,4.4,1-2,B.Com/MBA,Internship,Hybrid,"Communication, DAX, Data Cleaning, Excel, Power Query, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-01-04
JOB10455,Data Associate,TechNova Solutions,Mumbai,Healthcare,7.9,2-3,Any Graduate,Full-time,Hybrid,"Communication, Excel, Google Sheets, Power BI, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-07-28
JOB10456,MIS Executive,DataBridge India,Pune,SaaS,9.3,3-5,B.Com/MBA,Contract,On-site,"Communication, DAX, Excel, Power BI, Power Query, Python, SQL, Tableau, VLOOKUP/XLOOKUP",2026-02-12
JOB10457,Data Associate,MarketSphere,Pune,Consulting,5.0,1-2,Any Graduate,Contract,Hybrid,"Business Analysis, DAX, Data Cleaning, Excel, Google Sheets, Power Query, SQL, Statistics",2026-05-29
JOB10458,Data Associate,InsightWorks,Remote,SaaS,6.0,1-2,Statistics/Mathematics,Internship,Remote,"Communication, Data Cleaning, Excel, Power Query, Python, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-02
JOB10459,Data Associate,NextGen Systems,Chennai,SaaS,3.2,0-1,BCA/MCA,Contract,Remote,"Business Analysis, Communication, DAX, Python, Statistics, VLOOKUP/XLOOKUP",2026-05-31
JOB10460,Operations Analyst,CloudMatrix,Chennai,E-commerce,7.4,2-3,Statistics/Mathematics,Contract,On-site,"DAX, Data Cleaning, Excel, Power BI, Python, Tableau",2026-02-14
JOB10461,Operations Analyst,InsightWorks,Remote,BPO,6.0,2-3,B.Com/MBA,Full-time,Remote,"Business Analysis, Communication, ETL, Power BI, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-01-09
JOB10462,Business Analyst,TechNova Solutions,Pune,SaaS,7.7,3-5,B.Com/MBA,Full-time,On-site,"Excel, Google Sheets, Power BI, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-06-30
JOB10463,Business Analyst,Quantify Labs,Kolkata,SaaS,2.8,0-1,Any Graduate,Full-time,Remote,"Business Analysis, Power BI, Python, Statistics, Tableau",2026-07-01
JOB10464,Junior Data Analyst,DataBridge India,Delhi NCR,FinTech,4.8,1-2,B.Tech/M.Tech,Contract,Remote,"Business Analysis, DAX, Excel, Power Query, Python, Statistics",2026-05-10
JOB10465,Operations Analyst,NextGen Systems,Delhi NCR,IT Services,4.9,1-2,B.Com/MBA,Full-time,On-site,"Business Analysis, Data Cleaning, ETL, Google Sheets, Power BI, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-07-23
JOB10466,Business Analyst,BrightOps,Bengaluru,Consulting,7.1,2-3,B.Com/MBA,Contract,Remote,"Business Analysis, Communication, Google Sheets, Power BI, Power Query, SQL",2026-06-11
JOB10467,BI Analyst,RetailPulse,Delhi NCR,Healthcare,5.8,2-3,B.Tech/M.Tech,Full-time,On-site,"DAX, Data Cleaning, Excel, Google Sheets, Power Query, SQL, VLOOKUP/XLOOKUP",2026-07-27
JOB10468,Junior Data Analyst,BrightOps,Chennai,Consulting,5.4,1-2,BCA/MCA,Contract,Remote,"Business Analysis, Communication, DAX, Excel, Power Query, Python, SQL, Statistics, VLOOKUP/XLOOKUP",2026-01-08
JOB10469,Operations Analyst,MarketSphere,Bengaluru,IT Services,6.1,0-1,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, DAX, Excel, SQL, Statistics, VLOOKUP/XLOOKUP",2026-03-18
JOB10470,Reporting Analyst,CloudMatrix,Delhi NCR,BPO,6.6,2-3,B.Com/MBA,Full-time,On-site,"Communication, ETL, Excel, Google Sheets, Power BI, Power Query, Python, Tableau, VLOOKUP/XLOOKUP",2026-05-30
JOB10471,Operations Analyst,BrightOps,Chennai,Retail,3.0,0-1,B.Tech/M.Tech,Internship,Hybrid,"DAX, Excel, Google Sheets, Power BI, Power Query, Python, Statistics, Tableau",2026-05-24
JOB10472,Operations Analyst,BrightOps,Remote,FinTech,8.9,3-5,BCA/MCA,Contract,Remote,"Business Analysis, Communication, DAX, ETL, Excel, Google Sheets, Power BI, VLOOKUP/XLOOKUP",2026-06-30
JOB10473,Data Analyst,TechNova Solutions,Hyderabad,E-commerce,8.1,2-3,Any Graduate,Contract,Hybrid,"Data Cleaning, ETL, Excel, Power Query, SQL",2026-03-16
JOB10474,Junior Data Analyst,DataBridge India,Mumbai,SaaS,7.3,2-3,Any Graduate,Full-time,Remote,"Excel, Google Sheets, Power BI, Power Query, SQL, Tableau",2026-02-25
JOB10475,Junior Data Analyst,Quantify Labs,Bengaluru,SaaS,4.9,0-1,BCA/MCA,Internship,Hybrid,"DAX, Data Cleaning, ETL, Excel, Power BI, Power Query, SQL, Statistics, Tableau",2026-07-14
JOB10476,Business Analyst,TechNova Solutions,Chennai,Consulting,7.4,3-5,Statistics/Mathematics,Internship,On-site,"Communication, DAX, Excel, Power Query, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-02-12
JOB10477,Business Analyst,CloudMatrix,Pune,Healthcare,5.6,0-1,Statistics/Mathematics,Contract,On-site,"DAX, Data Cleaning, ETL, Excel, Google Sheets, Power BI, Python, SQL, VLOOKUP/XLOOKUP",2026-07-21
JOB10478,Junior Data Analyst,RetailPulse,Chennai,Consulting,4.1,0-1,Any Graduate,Full-time,On-site,"Excel, Google Sheets, Power BI, Power Query, Statistics",2026-03-23
JOB10479,MIS Executive,MarketSphere,Mumbai,BPO,5.2,1-2,BCA/MCA,Full-time,Remote,"Business Analysis, Communication, Power BI, Power Query, Tableau",2026-01-16
JOB10480,Data Analyst,CloudMatrix,Mumbai,Healthcare,7.8,3-5,B.Com/MBA,Internship,Remote,"Business Analysis, Excel, Power Query, SQL, Statistics, Tableau",2026-02-21
JOB10481,Operations Analyst,BrightOps,Bengaluru,FinTech,6.5,2-3,BCA/MCA,Internship,Remote,"DAX, Data Cleaning, Excel, Google Sheets, Power Query, Python, SQL, VLOOKUP/XLOOKUP",2026-03-10
JOB10482,MIS Executive,Quantify Labs,Mumbai,IT Services,8.7,3-5,Any Graduate,Contract,Remote,"Business Analysis, DAX, ETL, Google Sheets, Power BI, Python, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-05-23
JOB10483,BI Analyst,BrightOps,Hyderabad,FinTech,3.3,0-1,B.Tech/M.Tech,Full-time,Hybrid,"Business Analysis, Communication, Data Cleaning, ETL, Excel, Python, SQL, Statistics",2026-02-11
JOB10484,Business Analyst,Quantify Labs,Hyderabad,Consulting,8.0,2-3,BCA/MCA,Internship,Hybrid,"Communication, Data Cleaning, ETL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-12
JOB10485,Junior Data Analyst,DataBridge India,Pune,Retail,9.6,3-5,Statistics/Mathematics,Internship,Remote,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Excel, Power BI",2026-06-22
JOB10486,Data Associate,RetailPulse,Chennai,BPO,4.9,0-1,B.Com/MBA,Full-time,Remote,"Communication, DAX, Excel, SQL, VLOOKUP/XLOOKUP",2026-04-01
JOB10487,Data Analyst,MarketSphere,Bengaluru,Consulting,8.8,3-5,BCA/MCA,Full-time,Hybrid,"DAX, Excel, Google Sheets, Python, Statistics, Tableau",2026-01-24
JOB10488,Junior Data Analyst,DataBridge India,Kolkata,Healthcare,6.1,2-3,Statistics/Mathematics,Internship,Remote,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Power Query, Python, SQL, Tableau",2026-05-07
JOB10489,MIS Executive,TechNova Solutions,Bengaluru,Consulting,7.0,1-2,Statistics/Mathematics,Contract,On-site,"Business Analysis, Data Cleaning, ETL, Python, Tableau, VLOOKUP/XLOOKUP",2026-08-06
JOB10490,Operations Analyst,TechNova Solutions,Kolkata,Healthcare,6.0,2-3,Any Graduate,Contract,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, Excel, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-14
JOB10491,Data Associate,DataBridge India,Delhi NCR,BPO,4.4,0-1,B.Tech/M.Tech,Full-time,Remote,"Business Analysis, Communication, Data Cleaning, Excel, Power Query, Python, SQL",2026-02-20
JOB10492,Business Analyst,InsightWorks,Kolkata,SaaS,7.5,3-5,BCA/MCA,Contract,On-site,"Communication, Data Cleaning, Google Sheets, Statistics, Tableau",2026-03-05
JOB10493,Junior Data Analyst,NextGen Systems,Pune,FinTech,5.1,0-1,BCA/MCA,Full-time,Hybrid,"Business Analysis, Communication, DAX, ETL, Excel, Google Sheets, Power Query, SQL, VLOOKUP/XLOOKUP",2026-04-07
JOB10494,Data Analyst,RetailPulse,Mumbai,Healthcare,7.7,3-5,Statistics/Mathematics,Internship,Remote,"Communication, Excel, Power Query, SQL, Tableau",2026-06-08
JOB10495,Data Analyst,InsightWorks,Remote,FinTech,8.2,3-5,Any Graduate,Internship,Remote,"Business Analysis, Communication, DAX, Data Cleaning, Excel, SQL, Statistics, Tableau",2026-02-19
JOB10496,Reporting Analyst,FinEdge Analytics,Hyderabad,Retail,6.6,2-3,Statistics/Mathematics,Internship,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Power BI, Python, SQL",2026-02-02
JOB10497,BI Analyst,BrightOps,Hyderabad,IT Services,5.6,1-2,B.Com/MBA,Contract,On-site,"Business Analysis, Communication, Excel, Google Sheets, Power BI, SQL, Statistics, Tableau, VLOOKUP/XLOOKUP",2026-07-29
JOB10498,Reporting Analyst,DataBridge India,Pune,FinTech,3.9,0-1,B.Com/MBA,Full-time,Hybrid,"Business Analysis, Communication, DAX, Data Cleaning, ETL, Python, Statistics, Tableau",2026-03-26
JOB10499,Reporting Analyst,TechNova Solutions,Kolkata,BPO,5.4,1-2,Any Graduate,Full-time,Hybrid,"Communication, DAX, Data Cleaning, ETL, Google Sheets, Power Query, Python, Statistics",2026-02-17
JOB10500,Data Analyst,DataBridge India,Bengaluru,Healthcare,5.8,1-2,B.Tech/M.Tech,Internship,On-site,"Business Analysis, Communication, Excel, Python, SQL, Statistics",2026-03-14
